approve,id,final_cls,reason,value,suggestion,entry_id,field_path,context_before,context_after,hf_cls,gemini_cls,rule_hint,note
,cand-3128687,error_no_fix,digit_in_letter,occiU9,occiU9,schaff-herzog.memorials-and-sacred-stones,definition_blocks[35],"a. xvii. 10, xxx. 29). This application","only in late passages, never in J or E,",error,,,error confirmed but no correction suggestion
,cand-3128789,error_no_fix,digit_in_letter,Compte9,Compte9,schaff-herzog.memorials-and-sacred-stones,definition_blocks[38],"8- 131, Qiessen, 1861; F. Lenonnant, in",rendu* ds VaeadimU dea inMcripHotu el b,error,,,error confirmed but no correction suggestion
,cand-3130003,error_no_fix,digit_in_letter,P4ch4,P4ch4,schaff-herzog.menegoz-eugene,definition_blocks[1],Le,et la redemption d'aprhs Saint Paul (18,error,,,error confirmed but no correction suggestion
,cand-3130664,error_no_fix,digit_in_letter,K6nigsberg,K6nigsberg,schaff-herzog.menius-justus-qodocus-menig,definition_blocks[2],lors he sent Menius and Johann Stolz to,in 1553. The duke of Prussia commission,error,,,error confirmed but no correction suggestion
,cand-3133488,error_no_fix,digit_in_letter,T3rrolese,T3rrolese,schaff-herzog.hqbmaier-regards-christianity-as-a-sim-i-total-of,definition_blocks[1],baptists came into relation with their,breth- ren. Many of these churches beca,error,,,error confirmed but no correction suggestion
,cand-3141736,error_no_fix,digit_in_letter,MERCERSBUR6,MERCERSBUR6,schaff-herzog.mercersbur6-theology,term,,THEOLOGY,error,,,error confirmed but no correction suggestion
,cand-3144838,error_no_fix,digit_in_letter,63rstematically,63rstematically,schaff-herzog.merit,definition_blocks[15],olastic philosophers of the Middle Ages,worked up this semi- Augustinian tenden,error,,,error confirmed but no correction suggestion
,cand-3145653,error_no_fix,digit_in_letter,de9,de9,schaff-herzog.merit,definition_blocks[22],ult further: K. H. Wirth. Der Be- griff,"meriiutn bei TertuUian, Leipsio, 1802;",error,,,error confirmed but no correction suggestion
,cand-3146689,error_no_fix,digit_in_letter,6coaae,6coaae,schaff-herzog.henri,definition_blocks[9],nglish leader; Troia aiMea de lutter en,"(Geneva, 1850), a narrative of the stru",error,,,error confirmed but no correction suggestion
,cand-3147780,error_no_fix,digit_in_letter,de9,de9,schaff-herzog.merodach-baladan,definition_blocks[3],".; idem, in E. C. A. Riehm, HandwMerbwh","biblitehen AUtriutiu, pp. 997-998, Leip",error,,,error confirmed but no correction suggestion
,cand-3148808,error_no_fix,digit_in_letter,Serie9,Serie9,schaff-herzog.merseburg-bishopric-of,definition_blocks[3],"entirely Protestant. Bibuographt: Guna,",epiteoporum^ pp. 291-202; Chronicon epU,error,,,error confirmed but no correction suggestion
,cand-3152561,error_no_fix,digit_in_letter,T3rre,T3rre,schaff-herzog.hbssuh-messianish,definition_blocks[16],ip there; Egypt and Ethiopia (Gush) and,"will do homage to the God of Israel, an",error,,,error confirmed but no correction suggestion
,cand-3157569,error_no_fix,digit_in_letter,ds9,ds9,schaff-herzog.hbssuh-messianish,definition_blocks[93],"pp. 380 aqq.; A. WOiiMha, Die Ltiden","Metiaa, Ldp- ■ie, 1870: M. VenM0, Hi§i,",error,,,error confirmed but no correction suggestion
,cand-3157577,error_no_fix,digit_in_letter,ds9,ds9,schaff-herzog.hbssuh-messianish,definition_blocks[93],"Metiaa, Ldp- ■ie, 1870: M. VenM0, Hi§i,","idSe§ mMnaniquM, PAiis, 1874; F. Weber,",error,,,error confirmed but no correction suggestion
,cand-3159361,error_no_fix,digit_in_letter,ds9,ds9,schaff-herzog.metals-hebrew-usb-of,definition_blocks[19],". BtBLiooRAPHT: K. C. W. B&hr, Symbolik","mtMaUdten CuUuM, i. 258-296. Heidelberg",error,,,error confirmed but no correction suggestion
,cand-3166642,error_no_fix,digit_in_letter,s3mod,s3mod,schaff-herzog.chri8tianb,definition_blocks[10],d Zephaniah Bilavucu. The Fiji district,has reached such a degree of de- velopm,error,,,error confirmed but no correction suggestion
,cand-3171167,error_no_fix,digit_in_letter,T6kyo,T6kyo,schaff-herzog.chri8tianb,definition_blocks[57],he Japan Methodist Church; and vened in,"on May 22, 1907. The Woman's Foreign Mi",error,,,error confirmed but no correction suggestion
,cand-3180358,error_no_fix,digit_in_letter,Ori4nn,Ori4nn,schaff-herzog.chri8tianb,definition_blocks[174],"c Methodiem, ib. 1888; idem, HUL of the",and De- velopment cf the Governing Conf,error,,,error confirmed but no correction suggestion
,cand-3181771,error_no_fix,digit_in_letter,mu9ica,mu9ica,schaff-herzog.mbthuroemall-interpreter,definition_blocks[5],o wrote an Epistula . . . de vocibua in,liiurgica OrcBcarum tintaHs in 1626 (ed,error,,,error confirmed but no correction suggestion
,cand-3183441,error_no_fix,digit_in_letter,METER9,METER9,schaff-herzog.meter-frederick-brotherton,definition_blocks[3],,"maimer, HEINRICH AUOUST WIL-",error,,,error confirmed but no correction suggestion
,cand-3183847,error_no_fix,digit_in_letter,clerg3rman,clerg3rman,schaff-herzog.thaeu8,definition_blocks[0],"furt Jan. 26, 1642. He was the son of a",of Walwinkel in the' Thuringian forest;,error,,,error confirmed but no correction suggestion
,cand-3184704,error_no_fix,digit_in_letter,B9qiuiM9e,B9qiuiM9e,schaff-herzog.pard,definition_blocks[0],"dinal MesMfanti, ib. 1860; A. Manavit,","hitiofiqua 9ur U Cardinal MtuafanH, Par",error,,,error confirmed but no correction suggestion
,cand-3184707,error_no_fix,digit_in_letter,9ur,9ur,schaff-herzog.pard,definition_blocks[0],"1860; A. Manavit, B9qiuiM9e hitiofiqua","U Cardinal MtuafanH, Paris, 1864; A. Be",error,,,error confirmed but no correction suggestion
,cand-3190643,error_no_fix,digit_in_letter,4ber,4ber,schaff-herzog.religious-enctclopedia,definition_blocks[1],"eiiin. 1875; T. Schwann, Mein Gutaehten","die VeraueKe an Louiae Lateau, Cologne,",error,,,error confirmed but no correction suggestion
,cand-3191686,error_no_fix,digit_in_letter,cr3rpt,cr3rpt,schaff-herzog.milan,definition_blocks[0],cs of the latter being preserved in the,of the cathedral. San Lorenzo is the ol,error,,,error confirmed but no correction suggestion
,cand-3199447,error_no_fix,digit_in_letter,Epi9Copate,Epi9Copate,schaff-herzog.millspanoh-frank-rosebrook,definition_blocks[1],"Bibuoorapht: W. 8. Perry, The","in America, p. 309, Now York, 1896.",error,,,error confirmed but no correction suggestion
,cand-3201750,error_no_fix,digit_in_letter,Wcrk9,Wcrk9,schaff-herzog.klltojlf-john,definition_blocks[5],"s., Cambridce, 1877 and 1800; the Prose","were edited, with Lift by T. Bireh, 2 v",error,,,error confirmed but no correction suggestion
,cand-3203903,error_no_fix,digit_in_letter,9ur,9ur,schaff-herzog.minton-henry-collin,definition_blocks[22],"art ii., Brilon. 1877; A. Soulet, Beeai","VOeUiviue de Minuciue Felix, Strasbuzs,",error,,,error confirmed but no correction suggestion
,cand-3204675,error_no_fix,digit_in_letter,s3rBtem,s3rBtem,schaff-herzog.miracles,definition_blocks[10],can happen outside the sum total of the,"of divine governance, and in the great",error,,,error confirmed but no correction suggestion
,cand-3205627,error_no_fix,digit_in_letter,alwa3rB,alwa3rB,schaff-herzog.miracles,definition_blocks[19],of divine revelation shows that God has,given it the forms best adapted to the,error,,,error confirmed but no correction suggestion
,cand-3212378,error_no_fix,digit_in_letter,countrie9,countrie9,schaff-herzog.missions-to-the-heathen,definition_blocks[23],ere are in the different Romim Catholic,,error,,,error confirmed but no correction suggestion
,cand-3219320,error_no_fix,digit_in_letter,thi9,thi9,schaff-herzog.missions-to-the-heathen,definition_blocks[184],world. He first familiarized them with,great idea of,error,,,error confirmed but no correction suggestion
,cand-3220106,error_no_fix,digit_in_letter,th6,th6,schaff-herzog.missions-to-the-heathen,definition_blocks[192],"special effort of man, that is to say,",establish- ment of a mission for the he,error,,,error confirmed but no correction suggestion
,cand-3229570,error_no_fix,digit_in_letter,ph3nBicians,ph3nBicians,schaff-herzog.missions-to-the-heathen,definition_blocks[328],literary work and then by the labors of,and women. It is true that the educatio,error,,,error confirmed but no correction suggestion
,cand-3231053,error_no_fix,digit_in_letter,de9,de9,schaff-herzog.missions-to-the-heathen,definition_blocks[348],"it au Tonkin, Paris, 1900; idem, HUtoif","mUHona de Vlndie, 4 vols., ib. 1808; B.",error,,,error confirmed but no correction suggestion
,cand-3232159,error_no_fix,digit_in_letter,9ion9,9ion9,schaff-herzog.missions-to-the-heathen,definition_blocks[358],,"in South America, New York, 1900; H. La",error,,,error confirmed but no correction suggestion
,cand-3234731,error_no_fix,digit_in_letter,m3rsteries,m3rsteries,schaff-herzog.mithra-mithraism,definition_blocks[12],"that dier, and one of the i;gnks in the",was that of miles or ** soldier. '^aVTo,error,,,error confirmed but no correction suggestion
,cand-3243127,error_no_fix,digit_in_letter,M6hler,M6hler,schaff-herzog.moehler-johann-adam,definition_blocks[3],"ik Mdhlers, Hamburg, 1835), and others.",answered in Neue Untersuchungen der Leh,error,,,error confirmed but no correction suggestion
,cand-3243378,error_no_fix,digit_in_letter,MOSLLSR9,MOSLLSR9,schaff-herzog.mosllsr9-erhst-wilhelm,term,,ERHST WILHELM,error,,,error confirmed but no correction suggestion
,cand-3243756,error_no_fix,digit_in_letter,MOELLER9,MOELLER9,schaff-herzog.moeller9-johann-friedrich,term,,JOHANN FRIEDRICH,error,,,error confirmed but no correction suggestion
,cand-3244028,error_no_fix,digit_in_letter,M6ller,M6ller,schaff-herzog.moeller9-johann-friedrich,definition_blocks[0],jrmn-book; toward the close of his life,"published another collection, GeiaUiche",error,,,error confirmed but no correction suggestion
,cand-3245263,error_no_fix,digit_in_letter,Heroe9,Heroe9,schaff-herzog.moffat-robert,definition_blocks[8],Miss A. Manninc,"of the Dttrt, ib. 1886.",error,,,error confirmed but no correction suggestion
,cand-3245271,error_no_fix,digit_in_letter,Metropolita9,Metropolita9,schaff-herzog.petrus,definition_blocks[0],,of Kief and author of the Greek '' Orth,error,,,error confirmed but no correction suggestion
,cand-3250762,error_no_fix,digit_in_letter,Moham4,Moham4,schaff-herzog.mohammed-mohammbdahism,definition_blocks[46],nce Sunnites are the traditionalists of,"medanism, whose central position is tha",error,,,error confirmed but no correction suggestion
,cand-3251247,error_no_fix,digit_in_letter,Jwi9prutUneB,Jwi9prutUneB,schaff-herzog.mohammed-mohammbdahism,definition_blocks[53],"odonald, Dtvelopm»ni of Mualim Thtdogy,","and Conr UUuHonal Thtory, pp. 3M-367. N",error,,,error confirmed but no correction suggestion
,cand-3251298,error_no_fix,digit_in_letter,Toaehino9,Toaehino9,schaff-herzog.mohammed-mohammbdahism,definition_blocks[53],"eer Ali, London. 1873. cf. his Lif* and","of Mohammed, ib. 1881; A. Sprenger, 3 v",error,,,error confirmed but no correction suggestion
,cand-3256252,error_no_fix,digit_in_letter,M6ller,M6ller,schaff-herzog.moller-mobller-mueller-heinrich,definition_blocks[0],the song closes with '' has Hein- rich,"sung in his prison."" As MoUer was not h",error,,,error confirmed but no correction suggestion
,cand-3257289,error_no_fix,digit_in_letter,BtJtt4Mnfnt,BtJtt4Mnfnt,schaff-herzog.moloch-molech,definition_blocks[17],"correct, the above facts reduce to the",,error,,,error confirmed but no correction suggestion
,cand-3260017,error_no_fix,digit_in_letter,Reli4non,Reli4non,schaff-herzog.moloch-molech,definition_blocks[46],"Syria, London. 1617; F. C. Movers. Die","tUr Phfininer, pp. 322- 496, Bonn, 1841",error,,,error confirmed but no correction suggestion
,cand-3260058,error_no_fix,digit_in_letter,Waar9uid,Waar9uid,schaff-herzog.moloch-molech,definition_blocks[48],", i. 240-262. London. 1873; H. Oort. in","in Lufde, 1868. pp. 1-31. 81-108. 161-1",error,,,error confirmed but no correction suggestion
,cand-3264819,error_no_fix,digit_in_letter,the6ry,the6ry,schaff-herzog.honarchianism,definition_blocks[52],ith God thus becom- ing unique. By this,room was left for a human Ufe.,error,,,error confirmed but no correction suggestion
,cand-3265862,error_no_fix,digit_in_letter,4owed,4owed,schaff-herzog.honarchianism,definition_blocks[60],schism at any cost. His policy was fol-,by his successor Calixtus (217-222); bu,error,,,error confirmed but no correction suggestion
,cand-3269700,error_no_fix,digit_in_letter,Eg3rptian,Eg3rptian,schaff-herzog.monasticism,definition_blocks[28],s in 375. The loose fellow- ship of the,hermits was organised by Pachomius (q.v,error,,,error confirmed but no correction suggestion
,cand-3270112,error_no_fix,digit_in_letter,S3rria,S3rria,schaff-herzog.monasticism,definition_blocks[30],ame of mit from 373 to 380. In northern,the pecu- liar form of asceticism repre,error,,,error confirmed but no correction suggestion
,cand-3283509,error_no_fix,digit_in_letter,C3rril,C3rril,schaff-herzog.monoofos,definition_blocks[85],al beings. Following the phraseology of,"and of the Areopagite, Severus spoke of",error,,,error confirmed but no correction suggestion
,cand-3285045,error_no_fix,digit_in_letter,3rears,3rears,schaff-herzog.monoofos,definition_blocks[105],For some,there is obscurity about the suc- cess,error,,,error confirmed but no correction suggestion
,cand-3285610,error_no_fix,digit_in_letter,C3mis,C3mis,schaff-herzog.monoofos,definition_blocks[107],"ct the expression ** two energies "" and",of Alexandria consented to give up spea,error,,,error confirmed but no correction suggestion
,cand-3287904,error_no_fix,digit_in_letter,4tnd,4tnd,schaff-herzog.monoofos,definition_blocks[145],ihf (1855); Spirvtadl Son^s Jkm Sundays,HolidA^sihroughoid ths Year (18^) ; TK^,error,,,error confirmed but no correction suggestion
,cand-3288670,error_no_fix,digit_in_letter,Abb6,Abb6,schaff-herzog.forbes-rbnl-tount-de-tryon,definition_blocks[3],"aris, 1902. His Corretpondance with the","Tezier (1835-59) was pub- lished, Paris",error,,,error confirmed but no correction suggestion
,cand-3292317,error_no_fix,digit_in_letter,anon3rmous,anon3rmous,schaff-herzog.montfaucon-bernard-de,definition_blocks[1],"rator of his congregation, he wrote his",Vindicice ediUonia Sancti Auguatini a B,error,,,error confirmed but no correction suggestion
,cand-3292858,error_no_fix,digit_in_letter,S3mod,S3mod,schaff-herzog.montgomery-henry,definition_blocks[0],y drove him and his associates from the,of Ulster in 1829; as an orator and thi,error,,,error confirmed but no correction suggestion
,cand-3294894,error_no_fix,digit_in_letter,X9che,X9che,schaff-herzog.moon-hebrew-conceptions-of-the,definition_blocks[1],"world "" (A. J. H. W. Brandt, Die mandd^","Rdigion, p. 61, Leipeic, 1889). Similar",error,,,error confirmed but no correction suggestion
,cand-3296743,error_no_fix,digit_in_letter,9emitiKheH,9emitiKheH,schaff-herzog.moon-hebrew-conceptions-of-the,definition_blocks[15],"Leipaio, 1876; F. Baethgen. B^UrAoe but",A«- liffionaoe9chichte. Berlin. 1887: A,error,,,error confirmed but no correction suggestion
,cand-3298013,error_no_fix,digit_in_letter,Presb3rterian,Presb3rterian,schaff-herzog.moore-william-eves,definition_blocks[0],nt clerk of the General Assembly of the,Church. He was the author of The New Di,error,,,error confirmed but no correction suggestion
,cand-3301984,error_no_fix,digit_in_letter,6ome,6ome,schaff-herzog.moralists-british,definition_blocks[44],,"latent element, while the coincidence o",error,,,error confirmed but no correction suggestion
,cand-3303356,error_no_fix,digit_in_letter,3ret,3ret,schaff-herzog.moralists-british,definition_blocks[59],"created by considerations of happiness,",has its ppwer in- creased by being brou,error,,,error confirmed but no correction suggestion
,cand-3305661,error_no_fix,digit_in_letter,eine9,eine9,schaff-herzog.morality-moral-law,definition_blocks[22],"rigen SiUerUehre, Berlin. 1803; Entwwrf","Syatemt der SU- tenlekre, ed. A. Sohwei",error,,,error confirmed but no correction suggestion
,cand-3307926,error_no_fix,digit_in_letter,wa9,wa9,schaff-herzog.more-sir-thomas,definition_blocks[3],"guilty and sentenced to be hanged, but",ultimately be- headed by royal commutat,error,,,error confirmed but no correction suggestion
,cand-3309183,error_no_fix,digit_in_letter,6tudea,6tudea,schaff-herzog.more-sir-thomas,definition_blocks[13],"ib., 1867, new ed., 1S96; D. Nisard, in","$ur le rtnaiaaanee, Paris, 1877; J. H.",error,,,error confirmed but no correction suggestion
